,Frequency,Lambda,Org_X,Org_Y,Org_Mag,Pred_X,Pred_Y,Pred_Mag
0,25.0,7.0,0.85694766044617,-0.44525676965714,0.9657188429712219,0.8614865331751063,-0.44283568605799667,0.9686395055378033
1,25.0,7.0201005025126,0.85502523183823,-0.44752129912376,0.965061376415737,0.8571133446233046,-0.44584361241176435,0.9661365391391215
2,25.0,7.0402010050251,0.85307478904724,-0.44979345798492,0.9643913886768302,0.8531846325406529,-0.4487272952589426,0.9639918063520744
3,25.0,7.0603015075377,0.85109639167786,-0.45207357406616,0.9637092841184135,0.8496438220376241,-0.45150552702066404,0.9621599998217082
4,25.0,7.0804020100503,0.84908825159073,-0.45436027646065,0.9630130423908085,0.8464386342262048,-0.4541950613274236,0.9605995602981219
5,25.0,7.1005025125628,0.84705060720444,-0.45665434002876,0.9623034435314637,0.8435208719357685,-0.4568107802789861,0.9592724067596103
6,25.0,7.1206030150754,0.8449838757515,-0.45895597338676,0.9615811644304472,0.8408462130304577,-0.4593658472931485,0.9581436925780048
7,25.0,7.1407035175879,0.84288561344147,-0.46126392483711,0.960843673915137,0.8383740112323981,-0.4618718530846136,0.9571815874648426
8,25.0,7.1608040201005,0.84075665473938,-0.46357822418213,0.9600919343606685,0.8360671011737695,-0.46433894697834394,0.9563570752318756
9,25.0,7.1809045226131,0.83859586715698,-0.46589937806129,0.9593254186618136,0.8338916120376552,-0.46677596381863456,0.9556437730794747
10,25.0,7.2010050251256,0.83638525009155,-0.46825167536736,0.9585405145610926,0.831816785991268,-0.469190539638098,0.9550177631556035
11,25.0,7.2211055276382,0.83415961265564,-0.47058555483818,0.9577437150971887,0.829814803314439,-0.47158921738242937,0.9544574363224132
12,25.0,7.2412060301508,0.83190089464188,-0.47292539477348,0.9569313076326912,0.8278606133592847,-0.4739775492942718,0.9539433486253861
13,25.0,7.2613065326633,0.82960850000381,-0.47527131438255,0.9561030726618801,0.8259317700855746,-0.47636018813850795,0.9534580838610816
14,25.0,7.2814070351759,0.82728284597397,-0.47762385010719,0.955259885808049,0.8240082754502143,-0.47874097528290344,0.9529861276142805
15,25.0,7.3015075376884,0.82490086555481,-0.48000520467758,0.9543932284496995,0.822072425418727,-0.4811230202776161,0.9525137444020868
16,25.0,7.321608040201,0.82250356674194,-0.48236721754074,0.953514682561946,0.8201086662487083,-0.4835087778247079,0.9520288665212719
17,25.0,7.3417085427136,0.82007026672363,-0.48473420739174,0.9526187559458738,0.8181034473110977,-0.48590011164517044,0.9515209766469109
18,25.0,7.3618090452261,0.81760036945343,-0.48710590600967,0.9517050634518484,0.8160450891479929,-0.48829836558553,0.9509810099870847
19,25.0,7.3819095477387,0.81385743618011,-0.49088972806931,0.9504402409145053,0.8139236488272186,-0.49070441947516724,0.9504012486380026
20,25.0,7.4020100502513,0.81129562854767,-0.49327155947685,0.9494827161614278,0.8117307933164166,-0.49311874527841065,0.949775224862732
21,25.0,7.4221105527638,0.80869549512863,-0.49565669894218,0.9485061765996039,0.8094596778995519,-0.4955414588042861,0.9490976280336635
22,25.0,7.4422110552764,0.80602961778641,-0.49807342886925,0.9475024460625303,0.8071048270580861,-0.49797236507261666,0.9483642118070875
23,25.0,7.4623115577889,0.80334663391113,-0.50046229362488,0.9464820767223323,0.8046620232364075,-0.5004110065048497,0.9475717107797729
24,25.0,7.4824120603015,0.80059862136841,-0.50288379192352,0.9454365450501566,0.8021281964165647,-0.502856699502007,0.9467177529340742
25,25.0,7.5025125628141,0.79783582687378,-0.50527858734131,0.9443772855532888,0.7995013194051339,-0.5053085715631465,0.945800778296221
26,25.0,7.5226130653266,0.79500359296799,-0.50770300626755,0.9432884264132161,0.7967803087837784,-0.5077655978599331,0.9448199631864413
27,25.0,7.5427135678392,0.79215580224991,-0.51010006666183,0.9421851691926603,0.7939649293652504,-0.5102266301332221,0.9437751443850759
28,25.0,7.5628140703518,0.78923618793488,-0.51252603530884,0.9410508473060207,0.7910556994188427,-0.5126904263345347,0.9426667453761808
29,25.0,7.5829145728643,0.78630089759827,-0.51492309570313,0.939901535296299,0.7880538064676319,-0.5151556759571887,0.941495710218072
30,25.0,7.6030150753769,0.78328138589859,-0.51733928918839,0.9387063809483582,0.7849610201539936,-0.5176210234021504,0.9402634349101787
31,25.0,7.6231155778894,0.78025501966476,-0.51973295211792,0.9375074598259275,0.7817796154171306,-0.5200850898698188,0.9389717076603821
32,25.0,7.643216080402,0.77715247869492,-0.52215349674225,0.9362746655238605,0.7785122940621297,-0.522546489639204,0.9376226457590147
33,25.0,7.6633165829146,0.77403324842453,-0.52454280853271,0.9350254689846761,0.7751621126943442,-0.5250038486401487,0.9362186400855984
34,25.0,7.6834170854271,0.77083599567413,-0.52695733308792,0.9337409507577894,0.7717324158339702,-0.5274558193913015,0.9347623029726249
35,25.0,7.7035175879397,0.76758950948715,-0.52936738729477,0.9324288100471878,0.7682267698058005,-0.5299010912299202,0.9332564151040778
36,25.0,7.7236180904523,0.76432687044144,-0.53174513578415,0.9311006681927094,0.7646489032004535,-0.5323384039034013,0.9317038807668869
37,25.0,7.7437185929648,0.7609823346138,-0.53414583206177,0.9297343080166668,0.761002646375355,-0.534766552289166,0.9301076783026441
38,25.0,7.7638190954774,0.75758743286133,-0.53654056787491,0.9283396465760531,0.757291882717246,-0.5371843978032095,0.9284708249980868
39,25.0,7.78391959799,0.75417512655258,-0.53889942169189,0.926926484792863,0.7535204928965518,-0.539590870691598,0.9267963319676977
40,25.0,7.8040201005025,0.75065624713898,-0.54126089811325,0.9254448450313717,0.749692313525637,-0.5419849764805222,0.9250871741030757
41,25.0,7.8241206030151,0.74710720777512,-0.54363256692886,0.9239618756935796,0.7458110898441981,-0.5443657953724075,0.9233462519044653
42,25.0,7.8442211055276,0.74350559711456,-0.54599547386169,0.9224487142481851,0.7418804385141172,-0.5467324851129751,0.9215763643495358
43,25.0,7.8643216080402,0.73988425731659,-0.54832184314728,0.920915608455711,0.7379038100500264,-0.5490842801646934,0.9197801800486488
44,25.0,7.8844221105528,0.73617899417877,-0.5506643652916,0.9193425665507206,0.7338844568168981,-0.551420488911501,0.9179602123996619
45,25.0,7.9045226130653,0.73241752386093,-0.5529972910881,0.9177371264198441,0.7298254037195389,-0.5537404931758229,0.9161187988994611
46,25.0,7.9246231155779,0.72860139608383,-0.55531948804855,0.9161002828194137,0.7257294200853454,-0.5560437408518651,0.9142580778521718
47,25.0,7.9447236180905,0.72476786375046,-0.55760115385056,0.9144438217303898,0.7215989994939784,-0.5583297437319524,0.9123799750139732
48,25.0,7.964824120603,0.72084140777588,-0.55989915132523,0.9127427867800574,0.7174363371099104,-0.5605980693933174,0.9104861850754242
49,25.0,7.9849246231156,0.71685886383057,-0.56218403577805,0.9110090673182959,0.7132433149741265,-0.562848333451456,0.9085781599974558
50,25.0,8.0050251256281,0.71281945705414,-0.5644553899765,0.9092422480442061,0.70902148702948,-0.5650801950726239,0.9066570994222732
51,25.0,8.0251256281407,0.70872277021408,-0.56671279668808,0.9074422069476076,0.7047720694477316,-0.5672933438640848,0.9047239401420375
52,25.0,8.0452261306533,0.70456498861313,-0.56895661354065,0.9056066758096831,0.7004959325232752,-0.5694874962896853,0.9027793528387472
53,25.0,8.0653266331658,0.70035421848297,-0.57118231058121,0.9037395992584266,0.6961935956198511,-0.5716623780296208,0.9008237325007472
54,25.0,8.0854271356784,0.69608128070831,-0.5733927488327,0.9018361235648308,0.6918652247827148,-0.5738177208437576,0.8988572000145301
55,25.0,8.105527638191,0.69174790382385,-0.5755872130394,0.8998976621033938,0.6875106347155666,-0.5759532470212125,0.8968795992781189
56,25.0,8.1256281407035,0.68735349178314,-0.57776379585266,0.8979230626643628,0.6831292910105452,-0.5780686610967842,0.8948904989878923
57,25.0,8.1457286432161,0.68289721012115,-0.57992213964462,0.8959119865484803,0.6787203156078476,-0.5801636382342533,0.8928891946641654
58,25.0,8.1658291457286,0.67837858200073,-0.5820614695549,0.8938641143136528,0.6742824960067352,-0.5822378093396807,0.8908747111944211
59,25.0,8.1859296482412,0.67379570007324,-0.5841811299324,0.8917781327248854,0.669814295146713,-0.5842907541397465,0.8888458107883963
60,25.0,8.2060301507538,0.66914886236191,-0.58627891540527,0.8896533969187203,0.6653138651258549,-0.5863219892780271,0.8868010003600849
61,25.0,8.2261306532663,0.66443598270416,-0.58835512399673,0.8874891137615437,0.66077906014286,-0.5883309527781262,0.884738535568616
62,25.0,8.2462311557789,0.65965831279755,-0.5904084444046,0.8852859542922671,0.6562074557274634,-0.5903169978853846,0.8826564353952924
63,25.0,8.2663316582915,0.65472596883774,-0.59242433309555,0.8829681108138756,0.6515963661655413,-0.5922793795152802,0.880552490087413
64,25.0,8.286432160804,0.64980155229568,-0.59439247846603,0.88065003027472,0.6469428653625718,-0.5942172431486786,0.8784242728310453
65,25.0,8.3065326633166,0.64480048418045,-0.59633374214172,0.878283323544339,0.6422438087012152,-0.5961296205697751,0.876269156330238
66,25.0,8.3266331658291,0.63970905542374,-0.59827601909637,0.8758777715052104,0.6374958581315698,-0.5980154146229719,0.8740843238850539
67,25.0,8.3467336683417,0.63456982374191,-0.60014963150024,0.8734176786587918,0.6326955041736654,-0.5998733923149917,0.8718667832926453
68,25.0,8.3668341708543,0.62935692071915,-0.60198885202408,0.870907981142876,0.6278390949498579,-0.6017021775097268,0.8696133851128348
69,25.0,8.3869346733668,0.62401837110519,-0.60381573438644,0.8683273395266388,0.6229228621796183,-0.6035002475631717,0.8673208408858035
70,25.0,8.4070351758794,0.6186535358429,-0.60558027029037,0.865713382809738,0.617942948870159,-0.60526591880253,0.8649857342882706
71,25.0,8.427135678392,0.61321151256561,-0.6073055267334,0.8630459790439532,0.612895438450878,-0.606997349040294,0.8626045445137874
72,25.0,8.4472361809045,0.60769027471542,-0.60898983478546,0.8603232467251622,0.6077763852810143,-0.6086925324070553,0.8601736647406557
73,25.0,8.4673366834171,0.60208964347839,-0.61063051223755,0.8575439121464437,0.6025818417958833,-0.6103492938335409,0.8576894172981387
74,25.0,8.4874371859296,0.59635102748871,-0.61224955320358,0.8546836042564661,0.5973078902572069,-0.6119652865810001,0.8551480735777174
75,25.0,8.5075376884422,0.59059250354767,-0.61379516124725,0.8517887092567277,0.5919506730449602,-0.6135379967541987,0.8525458772286313
76,25.0,8.5276381909548,0.58474826812744,-0.61529183387756,0.8488313012103473,0.5865064208910017,-0.6150647377136501,0.8498790580577533
77,25.0,8.5477386934673,0.57870185375214,-0.61671441793442,0.8457142004391044,0.5809714840885793,-0.6165426586558043,0.8471438574802121
78,25.0,8.5678391959799,0.5727756023407,-0.61811494827271,0.842696849356236,0.5753423608389866,-0.61796873948159,0.8443365414052881
79,25.0,8.5879396984925,0.56668758392334,-0.61943531036377,0.8395444726149607,0.5696157250662377,-0.6193398007015034,0.8414534229389727
80,25.0,8.608040201005,0.56041675806046,-0.62064599990845,0.8362226975616938,0.5637884564041633,-0.620652508206404,0.8384908821910287
81,25.0,8.6281407035176,0.55426675081253,-0.62231528759003,0.833359435192607,0.5578576641410142,-0.6219033803735271,0.8354453829909461
82,25.0,8.6482412060301,0.54793107509613,-0.62344372272491,0.8300063484462606,0.5518207145559407,-0.6230887908209368,0.8323134879717655
83,25.0,8.6683417085427,0.54151034355164,-0.6244945526123,0.8265754039504514,0.5456752551144388,-0.6242049866795446,0.8290918823868789
84,25.0,8.6884422110553,0.53494602441788,-0.62547957897186,0.823038245011318,0.5394192368932068,-0.6252480922257553,0.8257773852330882
85,25.0,8.7085427135678,0.5283260345459,-0.62633669376373,0.819405914509943,0.533050936132341,-0.6262141194742143,0.8223669642808074
86,25.0,8.7286432160804,0.52166479825974,-0.62714266777039,0.8157463377064815,0.5265689742875399,-0.6270989871110635,0.8188577558513772
87,25.0,8.748743718593,0.51485973596573,-0.62787199020386,0.8119752359532014,0.5199723346391685,-0.6278985285231884,0.8152470735376439
88,25.0,8.7688442211055,0.50803506374359,-0.62849104404449,0.8081464090355699,0.5132603807091803,-0.6286085096678488,0.8115324250038113
89,25.0,8.7889447236181,0.5011300444603,-0.62901169061661,0.8042307059501944,0.5064328661274529,-0.6292246346753707,0.8077115133365503
90,25.0,8.8090452261307,0.49429643154144,-0.62904578447342,0.8000172255635386,0.49948994955780734,-0.6297425760301242,0.8037822601764222
91,25.0,8.8291457286432,0.48727205395699,-0.62939244508743,0.7959704168501475,0.4924322027000236,-0.6301579858122381,0.7997428094949863
92,25.0,8.8492462311558,0.48010110855103,-0.62964773178101,0.7918038523326965,0.48526061653698815,-0.6304665046034816,0.7955915279770077
93,25.0,8.8693467336683,0.47293701767921,-0.62979108095169,0.7875952185847775,0.4779766083716891,-0.6306637905759279,0.7913270214608502
94,25.0,8.8894472361809,0.46562403440475,-0.62983506917953,0.7832611031985051,0.4705820204605432,-0.630745526094593,0.7869481283217287
95,25.0,8.9095477386935,0.45831021666527,-0.62975603342056,0.7788715660038978,0.46307912221924635,-0.6307074465119794,0.7824539325231927
96,25.0,8.929648241206,0.45086109638214,-0.62947332859039,0.7742818605892627,0.45547060600590705,-0.6305453485783516,0.7778437565148821
97,25.0,8.9497487437186,0.44342103600502,-0.62927359342575,0.7698100223787173,0.4477595824979577,-0.630255112554889,0.7731171648723894
98,25.0,8.9698492462312,0.43583691120148,-0.62884992361069,0.7651183173802711,0.4399495728929385,-0.6298327205143712,0.7682739631923062
99,25.0,8.9899497487437,0.42828780412674,-0.62823301553726,0.76033358795646,0.4320444960344167,-0.6292742657399761,0.7633141870004901
100,25.0,9.0100502512563,0.42023059725761,-0.62770652770996,0.7553868146858154,0.42404865937425373,-0.6285759802401772,0.7582381080188476
101,25.0,9.0301507537688,0.41253027319908,-0.62690216302872,0.750458225563419,0.41596674034948117,-0.6277342403602735,0.7530462174379885
102,25.0,9.0502512562814,0.40473797917366,-0.62592500448227,0.7453824139471683,0.4078037712099668,-0.6267455858621804,0.7477392227312933
103,25.0,9.070351758794,0.39692869782448,-0.62485617399216,0.7402686197136535,0.3995651178956181,-0.6256067321978693,0.7423180361612102
104,25.0,9.0904522613065,0.38900524377823,-0.62364691495895,0.7350241861495279,0.39125645890175276,-0.6243145852272015,0.7367837660804909
105,25.0,9.1105527638191,0.38103818893433,-0.62229233980179,0.7296833954547278,0.38288376188367557,-0.6228662480040075,0.7311377011321362
106,25.0,9.1306532663317,0.37310126423836,-0.62079256772995,0.724284450699452,0.37445325564233733,-0.621259033947636,0.7253812982995189
107,25.0,9.1507537688442,0.36506015062332,-0.61913394927979,0.718745963970519,0.3659714076423348,-0.6194904746435212,0.7195161703434936
108,25.0,9.1708542713568,0.3570411503315,-0.61734485626221,0.7131571037180023,0.35744489098249516,-0.6175583270665437,0.7135440683088298
109,25.0,9.1909547738693,0.34892210364342,-0.6153946518898,0.7074300050079285,0.3488805576062644,-0.6154605713031969,0.7074668602164453
110,25.0,9.2110552763819,0.34077304601669,-0.61328595876694,0.7016024060051234,0.3402854059955661,-0.6131954300972023,0.7012865270527163
111,25.0,9.2311557788945,0.3326563835144,-0.61104273796082,0.6957251591738902,0.33166655088637154,-0.6107613495662967,0.6950051273918101
112,25.0,9.251256281407,0.32445132732391,-0.60862237215042,0.6897027299382331,0.32303118839176315,-0.608157013644807,0.6886247903751104
113,25.0,9.2713567839196,0.31633821129799,-0.6060653924942,0.6836557056782021,0.31438656831167455,-0.6053813399721526,0.6821476974389565
114,25.0,9.2914572864322,0.30812534689903,-0.60333269834518,0.6774596477238505,0.30573995708760116,-0.6024334659933117,0.6755760522018545
